genre,music_id
Metal,5082403
Metal,5471160
Metal,5530534
Metal,6264862
New Age,125731
New Age,979316
New Age,1133516
New Age,1623811
New Age,1882451
New Age,2967251
New Age,3168706
New Age,3174166
New Age,3237171
New Age,3291706
New Age,3355521
New Age,4136111
New Age,4512381
New Age,4743256
New Age,4853908
New Age,4883794
New Age,4982298
New Age,5095297
New Age,5396728
New Age,5589297
New Age,5657703
New Age,5672702
New Age,5886140
New Age,6142311
New Age,6144002
New Age,6382131
New Age,6612194
New Age,6921043
Pop,55054
Pop,66615
Pop,74063
Pop,91942
Pop,95366
Pop,154629
Pop,161958
Pop,194437
Pop,400411
Pop,449086
Pop,833771
Pop,889281
Pop,906416
Pop,1053726
Pop,1110826
Pop,1261376
Pop,1443876
Pop,1491061
Pop,1508976
Pop,1543021
Pop,1556676
Pop,1732376
Pop,1740676
Pop,1853611
Pop,1921391
Pop,2168886
Pop,2186456
Pop,2208321
Pop,2242161
Pop,2381696
Pop,2431571
Pop,2452631
Pop,2474426
Pop,2497626
Pop,2655216
Pop,2738006
Pop,2773171
Pop,2807521
Pop,2823556
Pop,2850956
Pop,2870526
Pop,2887096
Pop,2912321
Pop,2979086
Pop,2990841
Pop,3062416
Pop,3063081
Pop,3104491
Pop,3140711
Pop,3164791
Pop,3192441
Pop,3241701
Pop,3278571
Pop,3300271
Pop,3300496
Pop,3332996
Pop,3387831
Pop,3394236
Pop,3491126
Pop,3502161
Pop,3510506
Pop,3579721
Pop,3592421
Pop,3676146
Pop,3701536
Pop,3702356
Pop,3706601
Pop,3708926
Pop,3724876
Pop,3798956
Pop,3931016
Pop,3941166
Pop,3957616
Pop,4086991
Pop,4097211
Pop,4097261
Pop,4125381
Pop,4127521
Pop,4141356
Pop,4177661
Pop,4178541
Pop,4225396
Pop,4227701
Pop,4241731
Pop,4287726
Pop,4295481
Pop,4343751
Pop,4354306
Pop,4406316
Pop,4410481
Pop,4433561
Pop,4448396
Pop,4453546
Pop,4457001
Pop,4488746
Pop,4509391
Pop,4544506
Pop,4590646
Pop,4598051
Pop,4620391
Pop,4639861
Pop,4735816
Pop,4771051
Pop,4788682
Pop,4802676
Pop,4808879
Pop,4814038
Pop,4814391
Pop,4821878
Pop,4828006
Pop,4828582
Pop,4833851
Pop,4835922
Pop,4836661
Pop,4857783
Pop,4864386
Pop,4865964
Pop,4874701
Pop,4879546
Pop,4879769
Pop,4881448
Pop,4881661
Pop,4883347
Pop,4889288
Pop,4900595
Pop,4907185
Pop,4909787
Pop,4918059
Pop,4926407
Pop,4933722
Pop,4992324
Pop,4998268
Pop,5011109
Pop,5018079
Pop,5019739
Pop,5028696
Pop,5033614
Pop,5046056
Pop,5052568
Pop,5056047
Pop,5073285
Pop,5093002
Pop,5093688
Pop,5094525
Pop,5099605
Pop,5105348
Pop,5109166
Pop,5109588
Pop,5112198
Pop,5128232
Pop,5139422
Pop,5139838
Pop,5141788
Pop,5156006
Pop,5174392
Pop,5175486
Pop,5178291
Pop,5185173
Pop,5193993
Pop,5199833
Pop,5223326
Pop,5233424
Pop,5242767
Pop,5251002
Pop,5267041
Pop,5276295
Pop,5276778
Pop,5278950
Pop,5282655
Pop,5286987
Pop,5287177
Pop,5292764
Pop,5327469
Pop,5328244
Pop,5335096
Pop,5348175
Pop,5351123
Pop,5362319
Pop,5367872
Pop,5368464
Pop,5388854
Pop,5402542
Pop,5432871
Pop,5444126
Pop,5446742
Pop,5459754
Pop,5463264
Pop,5469107
Pop,5469614
Pop,5480313
Pop,5499410
Pop,5512876
Pop,5520783
Pop,5534137
Pop,5535654
Pop,5542297
Pop,5552151
Pop,5553858
Pop,5567214
Pop,5580213
Pop,5582818
Pop,5588565
Pop,5591180
Pop,5614393
Pop,5620966
Pop,5624801
Pop,5636120
Pop,5642503
Pop,5648677
Pop,5654726
Pop,5670772
Pop,5670777
Pop,5671877
Pop,5685822
Pop,5705104
Pop,5706953
Pop,5739786
Pop,5762856
Pop,5766205
Pop,5779552
Pop,5788117
Pop,5845668
Pop,5851324
Pop,5855801
Pop,5857259
Pop,5866563
Pop,5875316
Pop,5879028
Pop,5880912
Pop,5898202
Pop,5905770
Pop,5908000
Pop,5925102
Pop,5926797
Pop,5931436
Pop,5934090
Pop,5935427
Pop,5968794
Pop,5980339
Pop,5980505
Pop,5980854
Pop,5989965
Pop,6021655
Pop,6055555
Pop,6088143
Pop,6206041
Pop,6210893
Pop,6212128
Pop,6212539
Pop,6224478
Pop,6226102
Pop,6240758
Pop,6243233
Pop,6245930
Pop,6254000
Pop,6258043
Pop,6259320
Pop,6261807
Pop,6265072
Pop,6266942
Pop,6270584
Pop,6273395
Pop,6279281
Pop,6282282
Pop,6288760
Pop,6300723
Pop,6302205
Pop,6305190
Pop,6319019
Pop,6361034
Pop,6362049
Pop,6373067
Pop,6376624
Pop,6383587
Pop,6390160
Pop,6399719
Pop,6402319
Pop,6410187
Pop,6410822
Pop,6419799
Pop,6420336
Pop,6442367
Pop,6449821
Pop,6450580
Pop,6460260
Pop,6463774
Pop,6466630
Pop,6489358
Pop,6492934
Pop,6499352
Pop,6550228
Pop,6550946
Pop,6558104
Pop,6559923
Pop,6563367
Pop,6573123
Pop,6578774
Pop,6583881
Pop,6585977
Pop,6605581
Pop,6636450
Pop,6639915
Pop,6645842
Pop,6647024
Pop,6660623
Pop,6670660
Pop,6679720
Pop,6690686
Pop,6692884
Pop,6696196
Pop,6698705
Pop,6699826
Pop,6709439
Pop,6710478
Pop,6732206
Pop,6771048
Pop,6772491
Pop,6782724
Pop,6784877
Pop,6797094
Pop,6799818
Pop,6803889
Pop,6813233
Pop,6814798
Pop,6820197
Pop,6825611
Pop,6841317
Pop,6851587
Pop,6862818
Pop,6863375
Pop,6869808
Pop,6893108
Pop,6894057
Pop,6897953
Pop,6967147
Pop,7003985
Pop,7053683
Pop,7056120
Pop,7062244
Pop,7065305
Pop,7065357
Pop,7066915
Pop,7093474
Pop,7153203
Pop,7239264
Pop,7254879
Pop,7289177
Pop,7307108
Pop,7330571
Pop,7349204
Pop,7357025
Pop,7431032
Pop,7458092
Pop,7515920
Pop,7581731
Pop,7600697
Pop,7677896
Pop,7714247
Pop,7784966
Pop,7790321
Pop,7804454
Pop,7867676
Pop,8049645
Pop,8050848
Pop,8090511
Pop,8161956
Pop,8192159
Pop,8205026
Pop,8208857
Pop,8227442
Pop,8259416
Pop,8330651
Pop,8457389
Pop,8548844
Pop,8663811
Pop,8775498
Pop,9148968
Pop,9162447
Pop,9575578
Pop,10367578
"R&b, Funk & Soul",1059696
"R&b, Funk & Soul",1261376
"R&b, Funk & Soul",1665831
"R&b, Funk & Soul",1764216
"R&b, Funk & Soul",1921391
"R&b, Funk & Soul",1936301
"R&b, Funk & Soul",2381696
"R&b, Funk & Soul",2878011
"R&b, Funk & Soul",2912321
"R&b, Funk & Soul",3104491
"R&b, Funk & Soul",3332996
"R&b, Funk & Soul",3433726
"R&b, Funk & Soul",3491126
"R&b, Funk & Soul",3510506
"R&b, Funk & Soul",3931016
"R&b, Funk & Soul",3974821
"R&b, Funk & Soul",4125381
"R&b, Funk & Soul",4295481
"R&b, Funk & Soul",4410481
"R&b, Funk & Soul",4453546
"R&b, Funk & Soul",4544506
"R&b, Funk & Soul",4588211
"R&b, Funk & Soul",4747936
"R&b, Funk & Soul",4788682
"R&b, Funk & Soul",4802676
"R&b, Funk & Soul",4811520
"R&b, Funk & Soul",4836661
"R&b, Funk & Soul",4872246
"R&b, Funk & Soul",4900595
"R&b, Funk & Soul",4909787
"R&b, Funk & Soul",4999780
"R&b, Funk & Soul",5002252
"R&b, Funk & Soul",5018079
"R&b, Funk & Soul",5080953
"R&b, Funk & Soul",5099605
"R&b, Funk & Soul",5266856
"R&b, Funk & Soul",5270217
"R&b, Funk & Soul",5278950
"R&b, Funk & Soul",5282655
"R&b, Funk & Soul",5285757
"R&b, Funk & Soul",5290807
"R&b, Funk & Soul",5327469
"R&b, Funk & Soul",5348175
"R&b, Funk & Soul",5367872
"R&b, Funk & Soul",5388854
"R&b, Funk & Soul",5459754
"R&b, Funk & Soul",5463264
"R&b, Funk & Soul",5552151
"R&b, Funk & Soul",5667702
"R&b, Funk & Soul",5681815
"R&b, Funk & Soul",5851324
"R&b, Funk & Soul",5926797
"R&b, Funk & Soul",6037918
"R&b, Funk & Soul",6266942
"R&b, Funk & Soul",6300850
"R&b, Funk & Soul",6318202
"R&b, Funk & Soul",6436065
"R&b, Funk & Soul",6554653
"R&b, Funk & Soul",6578774
"R&b, Funk & Soul",6660623
"R&b, Funk & Soul",6698705
"R&b, Funk & Soul",7056120
"R&b, Funk & Soul",7065357
"R&b, Funk & Soul",7066915
"R&b, Funk & Soul",7091509
"R&b, Funk & Soul",8259416
"R&b, Funk & Soul",8330651
Religious Music,726591
Religious Music,2205116
Religious Music,5306782
Religious Music,5444009
Religious Music,5554312
Religious Music,5562388
Religious Music,5582096
Religious Music,5640358
Religious Music,5727494
Religious Music,6070519
Religious Music,6343745
Religious Music,6357060
Religious Music,6674915
Religious Music,6702833
Rock,64978
Rock,119691
Rock,120954
Rock,194437
Rock,286846
Rock,505506
Rock,520051
Rock,530576
Rock,671721
Rock,769686
Rock,984831
Rock,1023241
Rock,1143056
Rock,1167181
Rock,1241911
Rock,1304631
Rock,1448636
Rock,1464221
Rock,1497326
Rock,1508976
Rock,1570901
Rock,1986451
Rock,2186456
Rock,2189821
Rock,2191056
Rock,2221711
Rock,2309776
Rock,2452631
Rock,2579421
Rock,2581141
Rock,2590566
Rock,2704541
Rock,2776456
Rock,2843526
Rock,2870526
Rock,2878086
Rock,2910246
Rock,2925226
Rock,2967706
Rock,2970876
Rock,2978961
Rock,2990841
Rock,2991836
Rock,3164791
Rock,3173891
Rock,3192441
Rock,3241701
Rock,3241791
Rock,3278571
Rock,3300271
Rock,3350816
Rock,3366501
Rock,3481596
Rock,3482756
Rock,3493496
Rock,3518901
Rock,3545836
Rock,3560431
Rock,3579721
Rock,3589006
Rock,3630161
Rock,3671611
Rock,3694896
Rock,3701536
Rock,3702356
Rock,3708926
Rock,3726741
Rock,3789281
Rock,3808506
Rock,3819361
Rock,3872571
Rock,3924896
Rock,3969046
Rock,3974821
Rock,4003556
Rock,4034481
Rock,4077566
Rock,4083661
Rock,4177661
Rock,4178541
Rock,4227701
Rock,4250486
Rock,4283331
Rock,4321791
Rock,4329021
Rock,4369656
Rock,4393326
Rock,4406316
Rock,4433561
Rock,4442471
Rock,4497696
Rock,4543626
Rock,4611481
Rock,4650781
Rock,4666431
Rock,4810872
Rock,4824926
Rock,4828686
Rock,4829866
Rock,4835229
Rock,4845468
Rock,4866493
Rock,4873134
Rock,4873215
Rock,4884914
Rock,4886418
Rock,4898783
Rock,4900443
Rock,4962397
Rock,4962477
Rock,4998475
Rock,5001569
Rock,5006816
Rock,5008430
